Egendomstyp;Rubrik;Utropspris (kr);Startpris (kr);Utlämningsform;Försäljningsform;Försäljningsort;Försäljningsslut;Betalat belopp (kr);Vill ha frakt
Klockor;Armbandsur Panerai;40 000,00;20 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;40500;Nej
Antikt & Konst;Moa Bartling Konsttryck;800,00;400,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;475;Nej
Antikt & Konst;Moa Bartling Konsttryck ;800,00;400,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;450;Nej
Antikt & Konst;Moa Bartling Konsttryck;800,00;400,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;400;Nej
Väskor;Rosa handväskor märkt MODA;800,00;200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;225;Ja
Väskor;"6 st väskor märkta ""MODA""";1 800,00;500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2019-01-10;700;Ja
Klockor; Rolex yacht master;160 000,00;80 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;141000;Nej
Kläder & Skor;10st midjebälten;1 500,00;300,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;300;Ja
Övrigt (Klockor);38 st skärp;10 000,00;2 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;2500;Ja
Väskor;Handväskor märkta frontrow ;2 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;500;Ja
Väskor;2st kuvertväskor;1 000,00;250,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;275;Ja
Foto & Videokameror;Nikon AF-S Micro ;4 000,00;2 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2019-01-10;2100;Ja
Kläder & Skor;7 par skor;2 300,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;500;Ja
Kläder & Skor;4 par Ballerinaskor (Unisa);2 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;500;Ja
Smycken;"Armband märkta "" The Rubz""";1 500,00;300,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2019-01-10;500;Ja
Väskor;2st leopardfärgade väskor ;1 000,00;250,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;325;Ja
Kläder & Skor;Tvättbjörnspäls ;3 000,00;700,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2019-01-10;1000;Nej
Kläder & Skor;Tecnica Skandia boots;1 000,00;250,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;300;Nej
Väskor;"Handväska märkt ""FURLA""";1 000,00;500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2019-01-10;500;Ja
Klockor;Klocka märkt Ritmo Mundo ;5 000,00;2 500,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Sundbyberg;2019-01-10;3200;Nej
Klockor;Klocka märkt Ritmo Mundo;5 000,00;2 500,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Sundbyberg;2019-01-10;3400;Nej
Barnartiklar & Leksaker;Leksaksbilar;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2019-01-10;950;Nej
Kläder & Skor;Bomberjacka märkt Alpha;1 400,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2019-01-10;700;Nej
Övrigt (Husgeråd & Vitvaror);Köksmaskin Tristar;600,00;30,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;550;Nej
Antikt & Konst;"Tavla ""Två kvinnor""";1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;500;Nej
Antikt & Konst;"Tavla ""Kyss""";1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;500;Nej
Antikt & Konst;"Tavla ""Naken kvinna""";1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;500;Nej
Antikt & Konst;"Tavla ""Kvinna ansikte""";1 000,00;500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;500;Nej
Övrigt (Husgeråd & Vitvaror);Espressomaskin Magnifica S;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2019-01-10;1600;Nej
Entreprenadmaskiner;Volvo BM 218;65 000,00;32 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;39000;Nej
Truck & Materialhantering;Container märkt 1 ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;25500;Nej
Truck & Materialhantering;Container märkt 2;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;15000;Nej
Hagelgevär;Kombinationsvapen Valmet ;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;5400;Nej
Kulgevär;Kulgevär Carl Gustaf ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;3200;Nej
Hjälm/Skydd/Kläder (MC);MC-hjälm, kläder m.m;9 000,00;2 200,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Skellefteå;2019-01-11;3600;Ja
Verktyg;Verktygspaket;800,00;400,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Skellefteå;2019-01-11;900;Ja
Trädgårdsmaskiner;Stiga Park Residence 4 wd;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;28500;Nej
Trädgårdsmaskiner;Snöslunga MTD;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;3900;Nej
Personbilssläp;4P TIAB 4610;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;25000;Nej
Personbil;KIA SPORTAGE 2,0 CRDI EX;60 000,00;30 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;80000;Nej
Personbil;BMW 330XI;35 000,00;17 500,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;17750;Nej
Personbil;BMW Z3 2,8L;78 400,00;39 000,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;71500;Nej
Personbil;BMW 325I LIM;6 500,00;3 200,00;Ska hämtas;Intern Nätauktion;Skellefteå;2019-01-11;6400;Nej
Motorcykel Cross/Enduro;Motocross Honda CRF450R ;25 000,00;12 000,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;19250;Nej
Personbil;Opel Insignia Sports Tourer S;110 000,00;55 000,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;83000;Nej
Övrigt (Musikutrustning & Instrument);4 st Stativ till högtalare;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;750;Nej
Övrigt (Ljud & Bild);2 st Spotlight Stinger Startec;2 000,00;1 000,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Halmstad;2019-01-14;1400;Ja
TV & Projektor;Projektor Hitachi ;600,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Halmstad;2019-01-14;350;Ja
TV & Projektor;Projektor XGA Hitachi ;600,00;30,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Halmstad;2019-01-14;950;Ja
TV & Projektor;Projektor LG XGA DX130;600,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Halmstad;2019-01-14;450;Ja
Övrigt (Ljud & Bild);2 st Discoljus Thomann;1 500,00;750,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Halmstad;2019-01-14;800;Ja
Övrigt (Inventarier, Maskiner, Varupartier);Kompressor Stanley BA650;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;3700;Nej
Övrigt (Ljud & Bild);4 st Ljusprojektorer Robe;16 000,00;8 000,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;8000;Ja
Övrigt (Ljud & Bild);2 st högtalare B&B XVP1520;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;1600;Nej
Övrigt (Ljud & Bild);2 st högtalare Gemini XRS 3004;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;3500;Nej
Personbilssläp;Wiola W2, boggie släp;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;32000;Nej
Personbil;Renault Captur;130 000,00;65 000,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;109000;Nej
Skogsmaskiner;Motorsåg Husqvarna 346 XPG;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;2700;Nej
Skogsmaskiner;Motorsåg Husqvarna 435;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;1500;Nej
Skogsmaskiner;Motorsåg Stihl 066;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Halmstad;2019-01-14;1100;Nej
Verktyg;Mätinstrument Planimeter;800,00;200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Västerås;2019-01-14;2100;Ja
Verktyg;Hilti WSJ 110-EB ;700,00;150,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;150;Nej
Verktyg;Avståndsmätare;1 000,00;250,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Västerås;2019-01-14;750;Nej
Verktyg;Skruvdragare;800,00;200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Västerås;2019-01-14;550;Nej
Verktyg;Borrhammare;4 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;1900;Nej
Verktyg;Hilti SF 4000-A ;1 000,00;250,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;800;Nej
TV & Projektor;Philips 40PFT4101;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;1200;Nej
Smycken;Guldkedja 18k;56 000,00;37 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;63000;Nej
Surfplattor;Samsung Galaxy Note 10.1;1 000,00;500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Västerås;2019-01-14;1200;Ja
Smycken;Armband i 18k guld;15 000,00;12 000,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Västerås;2019-01-14;19500;Ja
Övrigt;Solglasögon märkt BMW;600,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Västerås;2019-01-14;600;Ja
Övrigt (Klockor);Solglasögon märkt Hugo Boss;600,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Västerås;2019-01-14;750;Ja
Telefoner;Mobiltelefon LG K8 2017edition;400,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Västerås;2019-01-14;425;Ja
Personbilssläp;Bannert Food Truck;200 000,00;100 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;172000;Nej
Snöskoter;Arctic Cat Panther 600 ;15 000,00;8 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;21000;Nej
Personbil;Volvo V50 2.4;35 000,00;17 500,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;25000;Nej
Personbil;Seat Ibiza 1.4;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;12000;Nej
Personbil;Plymouth Valiant Signet;35 000,00;17 500,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;43500;Nej
Personbil;Hyundai Santa Fe GLS EX 4WD V6;11 000,00;5 600,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;12500;Nej
Personbil;VW Golf 1,6 ;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;6000;Nej
Personbil;Volvo PV544 ;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;64000;Nej
Restaurang & Café;Kylrum Porkka;20 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;21500;Nej
Övrigt (Inventarier, Maskiner, Varupartier);EU-pall, ca 240 st;2 500,00;700,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;8600;Nej
Personbil;Peugeot 208 Allure 1.6 e-HDi;75 000,00;37 500,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;65500;Nej
Personbil;Chrysler Town & Country;90 000,00;55 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;61500;Nej
Personbil;Audi A5 TFSi;140 000,00;70 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;108000;Nej
Personbil;Volvo V70 2.4 D5;17 000,00;8 600,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;13750;Nej
Personbil;Peugeot 308 SW;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;35500;Nej
Övrigt (Bygg & Trädgård);Byggställning;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Västerås;2019-01-14;13500;Nej
Personbil;Volvo S40;60 000,00;30 000,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;67500;Nej
Personbilssläp;Löövesläpet LS 1000;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;4900;Nej
Personbil;VW Passat Var V5 4Motion;15 000,00;7 400,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;7600;Nej
Personbil;Audi A4 1,8;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;8200;Nej
Övrigt;Värmepump Pool;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;2500;Nej
TV & Projektor;"LED-Tv Samsung 46""";1 500,00;750,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;1900;Nej
Övrigt (Jakt & Fiske);Jaktkniv OYO;500,00;250,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundsvall;2019-01-15;700;Ja
TV-spel;Tv-spel PlayStation 4 ;1 500,00;750,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundsvall;2019-01-15;2400;Nej
TV & Projektor;"LED-Tv Samsung 75"" ";10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;8600;Nej
Övrigt (Husgeråd & Vitvaror);Knivar märkt Global;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Sundsvall;2019-01-15;4400;Nej
Filmer & Musik;55 st Blu-Ray filmer;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundsvall;2019-01-15;850;Ja
Stereo & Surround;Hemmabiosystem Harman Kardon;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundsvall;2019-01-15;3300;Nej
Övrigt (Motorcyklar);Zündapp KS 125;500,00;30,00;Ska hämtas;Intern Nätauktion;Örnsköldsvik;2019-01-15;11000;Nej
Övrigt (Motorcyklar);Honda CB 125 T;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Örnsköldsvik;2019-01-15;6200;Nej
Motorcykel Cross/Enduro;Kawasaki KLR 600-A1;500,00;30,00;Ska hämtas;Intern Nätauktion;Örnsköldsvik;2019-01-15;425;Nej
Övrigt (Hobby & Samlarprylar);Golfklubbor ;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Örnsköldsvik;2019-01-15;750;Nej
Jakt;Hagelgevär;3 500,00;1 700,00;Ska hämtas;Intern Nätauktion;Örnsköldsvik;2019-01-15;4000;Nej
Personbil;Porsche Cayenne;60 000,00;30 000,00;Ska hämtas;Intern Nätauktion;Malmö;2019-01-16;65000;Nej
Lätt lastbil;FORD TRANSIT / TOURNEO C;18 000,00;9 000,00;Ska hämtas;Intern Nätauktion;Malmö;2019-01-16;16250;Nej
Studio & Scenutrustning;Scenutrustning 28 objekt. ;118 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Malmö;2019-01-16;70500;Nej
Personbil;Mercedes Benz E 220 BLUETEC ;190 000,00;95 000,00;Ska hämtas;Intern Nätauktion;Malmö;2019-01-16;147000;Nej
Verktyg;Bultpistol Hilti ;700,00;350,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Malmö;2019-01-16;1900;Ja
Verktyg;Sticksåg Dewalt ;1 000,00;500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Malmö;2019-01-16;950;Ja
Verktyg;Slipmaskin Dewalt;600,00;30,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Malmö;2019-01-16;500;Ja
Verktyg;Cirkelsåg Dewalt ;2 000,00;1 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Malmö;2019-01-16;3600;Ja
Verktyg;Borr/skruvdragare Milwaukee;1 500,00;750,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Malmö;2019-01-16;1300;Ja
Verktyg;Slagskruvdragare Dewalt;600,00;30,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Malmö;2019-01-16;650;Ja
Verktyg;Spikpistol Senco;3 000,00;1 500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Malmö;2019-01-16;2600;Ja
Verktyg;Borrmaskin Dewalt ;600,00;30,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Malmö;2019-01-16;425;Ja
Herrcykel;Herrcykel Crescent ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;2600;Nej
Personbil;Chrysler 300C Touring ;20 000,00;10 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;28000;Nej
Kombinationsgevär;Hagelgevär Greener;7 000,00;3 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;3500;Nej
Kombinationsgevär;Kombi Classic;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;5200;Nej
Kulgevär;Kulgevär Sako Varmint;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;2700;Nej
Kulgevär;Kulgevär Stayer Mannlicher;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;6200;Nej
Kombinationsgevär;Drilling Suhl;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;7400;Nej
Kombinationsgevär;Drilling CH Funk;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;5000;Nej
Kulgevär;Kulgevär Remington;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;1500;Nej
Hagelgevär;Hagelgevär FN;6 000,00;3 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;3000;Nej
Kombinationsgevär;Kombi A Zoli;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;4100;Nej
Kombinationsgevär;Kombi Classic;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;5600;Nej
Kulgevär;Kulgevär Sauer;15 000,00;7 600,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;7600;Nej
Kombinationsgevär;Kombi Heym;12 000,00;6 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;6200;Nej
Kulgevär;Kulgevär Browning;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Helsingborg;2019-01-17;4100;Nej
Kontor;Stolar och bord ;4 200,00;2 100,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;2100;Nej
Belysning;"""Kristall"" bordslampa ";1 500,00;375,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;1100;Nej
Antikt & Konst;Vas, Goebel - R. Wachtmeister;1 500,00;375,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;425;Nej
Kontor;Whiteboard;600,00;30,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;140;Nej
Kontor;Bokhylla;600,00;30,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;225;Nej
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1300;Ja
Kläder & Skor;Fem kartonger med skyddskläder;3 000,00;1 500,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Östersund;2019-01-18;5400;Ja
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1300;Ja
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1300;Ja
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1100;Ja
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1400;Ja
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1200;Ja
Kläder & Skor;Skyddsstövlar;2 200,00;1 100,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Östersund;2019-01-18;5200;Ja
Övrigt (Inventarier, Maskiner, Varupartier);Skyddshjälmar ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;2200;Ja
Övrigt (Inventarier, Maskiner, Varupartier);Röjsåg Husqvarna ;1 500,00;800,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;4000;Nej
Övrigt (Inventarier, Maskiner, Varupartier);Tillbehör för röjsåg;1 000,00;500,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;3200;Nej
Övrigt (Husgeråd & Vitvaror);Mikrovågsugn, vattenkokare;750,00;375,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;375;Nej
Bärbara datorer;Ideapad Lenovo,;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1500;Nej
Bärbara datorer;Ideapad Lenovo;800,00;400,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Östersund;2019-01-18;1300;Ja
Husvagn;ADRIA UNICA C 743 UK ;17 000,00;8 600,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;70500;Nej
Fyrhjuling/ATV;SUZUKI LT-A700X ;40 000,00;20 000,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;38500;Nej
Personbil;MERCEDES-BENZ 212 K;190 000,00;95 000,00;Ska hämtas;Intern Nätauktion;Östersund;2019-01-18;158000;Nej
Lastbil & Buss;SsangYong Actyon Sport 2.0 XDi;35 000,00;17 000,00;Ska hämtas;Intern Nätauktion;Borås;2019-01-21;36500;Nej
Personbil;Toyota Prius Plus;130 000,00;90 000,00;Ska hämtas;Intern Nätauktion;Borås;2019-01-21;126000;Nej
Verktyg;Cirkelsåg Makita.;700,00;350,00;Ska hämtas;Intern Nätauktion;Borås;2019-01-21;375;Nej
Kläder & Skor; Jacka märkt Parajumpers;4 000,00;2 000,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Borås;2019-01-21;3700;Nej
Övrigt (Möbler & Heminredning);Parasoll och 4 parasollfötter;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;1200;Nej
Övrigt (Möbler & Heminredning);Hillerstorp stolsdynor;600,00;30,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Göteborg;2019-01-22;250;Nej
Övrigt (Möbler & Heminredning);2 st Eldstad Easy Living;800,00;400,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;550;Nej
Övrigt (Möbler & Heminredning);Studsmatta inkl. säkerhetsnät.;1 700,00;800,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;2000;Nej
Övrigt (Möbler & Heminredning);Messina Solbädd;600,00;30,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;275;Nej
Övrigt (Möbler & Heminredning);Sittbänkar med dyna;900,00;450,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;600;Nej
Övrigt (Möbler & Heminredning);Eldstad;600,00;30,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;250;Nej
Övrigt (Möbler & Heminredning);Bord och 4 stolar;4 600,00;2 300,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;2300;Nej
Övrigt (Möbler & Heminredning);2 st Eldstad Easy Living;800,00;400,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;650;Nej
Övrigt (Möbler & Heminredning);Parasoll och 4 parasollfötter;1 500,00;750,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;1300;Nej
Gitarr/Bas/Förstärkare;Akustisk gitarr Greg Bennett;600,00;30,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;500;Nej
Gitarr/Bas/Förstärkare;Akustisk gitarr Ibanez;600,00;30,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;450;Nej
Gitarr/Bas/Förstärkare;Akustisk gitarr Fender;600,00;30,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;650;Nej
Klockor;Rolex armbandsur;50 000,00;25 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Göteborg;2019-01-22;82000;Nej
Studio & Scenutrustning;2 högtalare Alto MS 8A.;3 000,00;750,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;1900;Nej
Studio & Scenutrustning;Subwoofer  ;3 000,00;750,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Göteborg;2019-01-22;2100;Nej
Bord & Stolar;Stol märkt Hay;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;900;Nej
Bord & Stolar;Stol märkt Hay;1 000,00;250,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;275;Nej
Bord & Stolar;Stol med fotpall märkta Fermob;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;2100;Nej
Bord & Stolar;2 Karmstolar märkt Magi;2 000,00;500,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;1900;Nej
Bord & Stolar;2 Barstolar märkt Revolver;1 500,00;350,00;Ska hämtas;Intern Nätauktion;Göteborg;2019-01-22;550;Nej
